weather_brazil_minas_gerais_temperature_2m_mean,weather_brazil_minas_gerais_temperature_2m_max,weather_brazil_minas_gerais_temperature_2m_min,weather_brazil_minas_gerais_precipitation_sum,weather_brazil_minas_gerais_rain_sum,weather_brazil_minas_gerais_relative_humidity_2m_mean,weather_brazil_minas_gerais_wind_speed_10m_mean,weather_brazil_minas_gerais_shortwave_radiation_sum,weather_brazil_minas_gerais_et0_fao_evapotranspiration,weather_brazil_minas_gerais_soil_moisture_0_to_100cm_mean,weather_brazil_minas_gerais_soil_temperature_0_to_100cm_mean,weather_brazil_minas_gerais_vapour_pressure_deficit_max,Date
19.3,23.9,14.7,0.0,0.0,69,7.7,21.05,4.0,0.443,20.7,1.51,2008-04-25
19.4,24.4,13.4,0.0,0.0,68,4.7,20.6,3.84,0.439,20.5,1.49,2008-04-26
19.2,25.1,12.8,0.0,0.0,71,4.2,20.85,3.81,0.435,20.5,1.67,2008-04-27
19.4,25.6,12.6,0.0,0.0,70,6.8,20.61,3.94,0.431,20.4,1.84,2008-04-28
20.3,26.8,13.5,0.0,0.0,73,6.4,19.94,3.91,0.428,20.5,1.74,2008-04-29
19.8,24.6,17.0,15.0,15.0,83,6.0,12.08,2.43,0.429,20.7,1.01,2008-04-30
17.1,19.8,15.5,1.6,1.6,80,12.3,7.05,1.77,0.434,20.4,0.74,2008-05-01
17.0,18.6,15.2,12.2,12.2,88,9.2,6.01,1.27,0.437,20.0,0.45,2008-05-02
18.4,21.7,16.0,2.9,2.9,88,9.3,9.99,1.89,0.447,20.1,0.64,2008-05-03
17.4,22.0,11.8,0.0,0.0,78,6.5,15.88,2.8,0.445,20.0,0.98,2008-05-04
18.1,22.2,14.6,0.1,0.1,79,9.4,14.38,2.79,0.443,19.9,1.03,2008-05-05
15.7,20.3,11.1,0.0,0.0,69,8.7,20.12,3.46,0.44,19.7,1.28,2008-05-06
15.5,21.0,10.2,0.0,0.0,68,4.3,19.9,3.38,0.437,19.2,1.31,2008-05-07
15.6,21.6,8.4,0.0,0.0,69,5.6,19.61,3.36,0.434,18.9,1.39,2008-05-08
16.5,22.2,10.2,0.0,0.0,71,6.7,16.55,3.09,0.43,18.8,1.35,2008-05-09
16.1,20.6,11.9,0.0,0.0,78,7.1,13.28,2.39,0.428,18.8,1.01,2008-05-10
16.6,20.7,13.6,0.0,0.0,76,8.4,11.79,2.29,0.426,18.8,1.05,2008-05-11
15.8,18.3,13.3,0.0,0.0,75,9.0,4.94,1.4,0.424,18.6,0.78,2008-05-12
15.9,19.0,13.5,0.0,0.0,75,9.1,8.42,1.87,0.423,18.5,0.87,2008-05-13
16.2,20.6,12.2,0.0,0.0,75,6.8,14.4,2.57,0.421,18.4,1.1,2008-05-14
16.9,22.4,11.3,0.0,0.0,75,6.2,16.48,2.97,0.418,18.4,1.28,2008-05-15
17.9,23.3,12.6,0.0,0.0,74,4.6,16.21,2.92,0.416,18.4,1.4,2008-05-16
18.1,22.5,14.3,0.0,0.0,78,8.6,12.04,2.39,0.414,18.6,1.16,2008-05-17
18.3,23.1,14.7,0.0,0.0,75,6.9,13.32,2.47,0.412,18.7,1.39,2008-05-18
17.7,23.4,12.5,0.0,0.0,78,5.1,15.13,2.79,0.409,18.7,1.34,2008-05-19
17.8,23.4,12.8,0.0,0.0,76,4.0,15.13,2.74,0.407,18.8,1.48,2008-05-20
17.7,23.7,11.2,0.0,0.0,72,5.9,16.77,3.11,0.405,18.7,1.51,2008-05-21
18.0,24.0,10.6,0.0,0.0,67,4.4,17.83,3.25,0.403,18.6,1.72,2008-05-22
17.6,24.0,10.7,0.0,0.0,70,5.2,17.78,3.26,0.4,18.6,1.6,2008-05-23
18.0,23.7,12.4,0.0,0.0,69,5.6,17.7,3.29,0.398,18.6,1.54,2008-05-24
17.3,23.3,12.4,0.0,0.0,72,7.1,17.59,3.27,0.396,18.6,1.55,2008-05-25
18.6,24.0,12.8,0.0,0.0,66,5.0,17.08,3.22,0.394,18.6,1.62,2008-05-26
17.6,24.2,12.0,0.0,0.0,70,4.5,15.96,2.96,0.391,18.6,1.76,2008-05-27
18.0,24.4,12.7,0.0,0.0,71,8.5,15.95,3.16,0.39,18.7,1.68,2008-05-28
18.4,24.8,11.4,0.0,0.0,72,7.0,16.41,3.2,0.387,18.7,1.63,2008-05-29
18.4,21.9,16.2,8.7,8.7,83,6.4,8.8,1.73,0.389,18.9,0.76,2008-05-30
16.4,19.2,13.9,0.0,0.0,79,11.4,8.41,1.9,0.396,18.8,0.75,2008-05-31
15.3,18.4,13.3,2.5,2.5,81,9.8,7.76,1.67,0.396,18.5,0.61,2008-06-01
15.9,18.8,13.5,0.1,0.1,79,9.0,7.54,1.6,0.396,18.3,0.75,2008-06-02
15.7,20.6,11.9,0.0,0.0,79,9.4,11.92,2.21,0.395,18.2,1.18,2008-06-03
16.8,21.8,12.7,0.0,0.0,81,6.8,11.67,2.16,0.393,18.2,1.09,2008-06-04
17.0,22.7,11.7,0.0,0.0,82,3.7,13.82,2.46,0.392,18.3,1.14,2008-06-05
17.5,23.2,11.4,0.0,0.0,76,4.7,13.17,2.42,0.39,18.3,1.38,2008-06-06
17.0,23.9,11.2,0.0,0.0,73,5.5,15.08,2.8,0.389,18.2,1.74,2008-06-07
17.7,23.4,13.0,0.0,0.0,72,8.0,15.76,2.93,0.387,18.3,1.57,2008-06-08
17.4,23.4,12.3,0.0,0.0,70,10.4,13.17,2.88,0.385,18.3,1.61,2008-06-09
19.4,24.6,15.1,0.0,0.0,65,10.7,13.22,3.12,0.383,18.5,1.74,2008-06-10
18.5,23.8,14.7,0.0,0.0,74,4.4,12.12,2.36,0.381,18.5,1.42,2008-06-11
18.7,24.0,14.8,0.0,0.0,74,7.5,14.05,2.71,0.38,18.6,1.57,2008-06-12
17.9,23.9,12.5,0.0,0.0,73,4.7,15.95,2.86,0.378,18.7,1.59,2008-06-13
17.0,23.6,10.9,0.0,0.0,73,7.7,15.98,3.04,0.376,18.6,1.59,2008-06-14
18.2,24.5,12.7,0.0,0.0,69,8.7,15.69,3.21,0.375,18.6,1.72,2008-06-15
16.4,20.2,13.1,0.2,0.2,81,8.1,8.59,1.76,0.374,18.6,0.73,2008-06-16
14.8,18.9,11.3,0.0,0.0,79,9.4,7.75,1.6,0.374,18.2,0.77,2008-06-17
15.9,21.9,10.5,0.0,0.0,79,6.3,12.63,2.32,0.373,18.1,1.25,2008-06-18
16.9,23.0,10.7,0.0,0.0,70,5.9,14.56,2.79,0.372,18.1,1.58,2008-06-19
16.7,23.2,10.0,0.0,0.0,69,8.0,15.72,3.05,0.37,18.1,1.61,2008-06-20
18.0,24.6,12.1,0.0,0.0,69,8.6,15.26,3.14,0.369,18.2,1.71,2008-06-21
18.4,22.2,15.5,0.0,0.0,79,5.4,10.11,2.01,0.367,18.4,1.03,2008-06-22
16.5,19.2,14.3,0.1,0.1,85,9.0,5.19,1.19,0.367,18.4,0.65,2008-06-23
15.6,18.4,13.8,3.7,3.7,83,8.7,6.5,1.37,0.368,18.2,0.67,2008-06-24
15.7,19.6,13.2,3.9,3.9,83,7.4,9.73,1.83,0.374,18.1,0.87,2008-06-25
15.0,19.4,11.5,0.0,0.0,73,11.1,11.51,2.37,0.374,17.9,1.11,2008-06-26
14.4,19.1,11.0,0.0,0.0,77,8.6,9.53,1.82,0.373,17.7,1.1,2008-06-27
14.4,20.7,8.7,0.0,0.0,78,6.3,15.77,2.59,0.372,17.4,1.19,2008-06-28
16.0,21.2,10.0,0.0,0.0,72,6.4,14.95,2.65,0.37,17.5,1.28,2008-06-29
15.8,21.9,10.5,0.0,0.0,74,5.6,15.11,2.68,0.369,17.6,1.4,2008-06-30
17.1,22.6,12.1,0.0,0.0,66,4.9,13.34,2.49,0.367,17.6,1.69,2008-07-01
17.6,22.2,13.4,0.0,0.0,64,4.6,10.61,2.13,0.366,17.8,1.53,2008-07-02
16.7,20.7,13.7,0.0,0.0,67,5.8,10.1,2.11,0.365,17.8,1.3,2008-07-03
16.0,21.3,11.5,0.0,0.0,67,6.0,14.77,2.78,0.364,17.7,1.47,2008-07-04
14.1,20.8,8.8,0.0,0.0,75,6.9,16.44,2.71,0.363,17.5,1.35,2008-07-05
15.1,21.6,9.2,0.0,0.0,70,6.6,16.61,2.87,0.361,17.4,1.45,2008-07-06
14.8,21.4,7.9,0.0,0.0,69,4.2,16.88,2.77,0.36,17.3,1.46,2008-07-07
14.2,21.1,7.8,0.0,0.0,69,4.7,17.0,2.81,0.358,17.1,1.5,2008-07-08
13.0,20.6,6.1,0.0,0.0,66,6.9,17.07,2.99,0.357,16.9,1.54,2008-07-09
14.5,20.6,8.2,0.0,0.0,64,9.8,16.78,3.18,0.356,16.9,1.49,2008-07-10
15.0,21.2,9.4,0.0,0.0,67,11.7,16.84,3.28,0.355,17.0,1.52,2008-07-11
14.7,20.9,9.7,0.0,0.0,67,11.6,16.69,3.16,0.354,17.0,1.5,2008-07-12
14.1,20.5,10.0,0.0,0.0,64,8.8,16.56,3.03,0.352,16.9,1.62,2008-07-13
13.5,21.0,6.1,0.0,0.0,55,5.9,17.62,3.06,0.352,16.7,1.75,2008-07-14
13.4,21.6,6.1,0.0,0.0,58,8.7,17.76,3.35,0.35,16.5,1.92,2008-07-15
13.2,21.4,5.7,0.0,0.0,62,7.3,17.59,3.07,0.349,16.4,1.67,2008-07-16
14.0,21.5,6.4,0.0,0.0,65,6.1,17.58,3.05,0.348,16.3,1.64,2008-07-17
15.5,22.7,9.2,0.0,0.0,62,6.3,17.56,3.26,0.347,16.4,1.7,2008-07-18
16.2,23.7,9.3,0.0,0.0,62,4.9,17.22,3.19,0.346,16.5,1.84,2008-07-19
16.4,24.1,8.9,0.0,0.0,61,5.0,17.6,3.18,0.345,16.7,2.07,2008-07-20
16.8,23.9,10.8,0.0,0.0,61,9.0,17.54,3.52,0.344,16.8,1.94,2008-07-21
16.6,23.6,9.8,0.0,0.0,61,8.6,17.56,3.54,0.343,17.0,1.81,2008-07-22
17.5,25.3,9.6,0.0,0.0,60,6.7,17.59,3.51,0.342,17.2,2.14,2008-07-23
18.3,26.2,10.5,0.0,0.0,57,6.3,17.73,3.7,0.341,17.4,2.45,2008-07-24
19.3,26.3,12.2,0.0,0.0,55,6.2,16.93,3.63,0.34,17.6,2.25,2008-07-25
17.8,23.4,14.3,0.0,0.0,69,8.7,12.93,2.7,0.339,17.9,1.72,2008-07-26
17.1,23.6,11.8,0.0,0.0,67,8.3,16.12,3.09,0.338,17.9,1.67,2008-07-27
17.5,24.2,10.0,0.0,0.0,64,4.9,17.88,3.26,0.337,17.9,1.92,2008-07-28
17.7,24.9,11.6,0.0,0.0,52,6.7,18.33,3.72,0.336,18.1,2.3,2008-07-29
16.2,23.8,8.7,0.0,0.0,52,8.3,18.75,3.89,0.335,18.0,2.14,2008-07-30
16.9,24.6,9.8,0.0,0.0,53,7.8,18.26,3.84,0.334,18.0,2.19,2008-07-31
17.3,24.8,9.4,0.0,0.0,58,8.1,18.21,3.78,0.333,18.1,2.05,2008-08-01
18.7,25.4,11.3,0.0,0.0,56,10.4,17.49,3.98,0.333,18.2,2.09,2008-08-02
18.7,23.9,15.5,0.5,0.5,67,7.3,10.51,2.47,0.332,18.5,1.66,2008-08-03
18.2,22.5,14.2,2.2,2.2,79,5.9,10.37,2.07,0.333,18.5,1.17,2008-08-04
19.2,25.6,14.8,4.6,4.6,79,7.6,15.94,3.1,0.334,18.7,1.61,2008-08-05
19.0,25.6,13.5,0.0,0.0,78,5.1,15.99,3.05,0.338,18.8,1.76,2008-08-06
20.9,26.5,15.3,0.0,0.0,68,8.2,18.39,3.76,0.336,19.1,1.92,2008-08-07
20.0,25.7,15.6,11.1,11.1,76,5.3,15.36,3.01,0.337,19.3,1.66,2008-08-08
19.5,24.4,16.3,3.6,3.6,80,7.7,12.65,2.43,0.348,19.4,1.4,2008-08-09
17.9,22.6,14.7,11.5,11.5,82,9.8,14.43,2.74,0.354,19.3,0.87,2008-08-10
17.8,24.2,12.9,0.5,0.5,74,8.9,17.78,3.31,0.359,19.1,1.45,2008-08-11
19.4,24.9,13.0,0.0,0.0,68,6.6,19.5,3.67,0.357,19.2,1.66,2008-08-12
18.6,25.5,12.1,0.0,0.0,69,6.8,19.89,3.79,0.355,19.1,1.92,2008-08-13
19.2,25.0,13.6,0.0,0.0,61,8.4,19.02,3.92,0.353,19.2,1.81,2008-08-14
18.4,24.5,13.1,0.0,0.0,62,7.8,19.95,3.91,0.35,19.3,1.8,2008-08-15
18.2,24.9,11.6,0.0,0.0,63,8.3,20.21,3.99,0.349,19.2,1.9,2008-08-16
19.3,25.2,12.8,0.0,0.0,60,8.0,20.3,4.06,0.346,19.2,2.04,2008-08-17
18.4,25.1,11.2,0.0,0.0,60,4.6,20.8,3.79,0.345,19.2,2.06,2008-08-18
17.9,25.0,10.9,0.0,0.0,61,6.9,20.97,4.1,0.343,19.1,2.0,2008-08-19
17.8,24.6,11.1,0.0,0.0,62,6.5,21.08,4.01,0.341,19.1,1.91,2008-08-20
18.5,24.7,11.1,0.0,0.0,60,5.6,21.27,4.01,0.339,19.2,1.95,2008-08-21
19.2,25.4,10.9,0.0,0.0,57,4.0,21.26,3.99,0.337,19.2,2.11,2008-08-22
18.9,23.2,15.7,0.0,0.0,70,13.1,15.16,3.45,0.336,19.3,1.46,2008-08-23
18.2,22.3,15.5,0.0,0.0,70,10.3,10.32,2.44,0.336,19.3,1.37,2008-08-24
18.8,24.5,13.1,0.0,0.0,65,5.4,19.59,3.66,0.335,19.3,1.81,2008-08-25
20.0,26.3,13.6,0.0,0.0,60,5.2,19.56,3.92,0.334,19.5,2.28,2008-08-26
18.8,25.9,13.1,0.0,0.0,67,6.1,21.08,4.02,0.332,19.6,2.19,2008-08-27
19.3,27.1,11.8,0.0,0.0,58,8.6,22.32,4.6,0.331,19.6,2.62,2008-08-28
20.6,28.9,11.3,0.0,0.0,49,6.5,22.17,4.72,0.329,19.7,2.98,2008-08-29
17.8,23.3,13.9,13.2,13.2,77,10.7,15.51,3.08,0.332,19.8,1.36,2008-08-30
16.3,21.6,12.3,0.0,0.0,70,10.3,15.79,3.13,0.34,19.4,1.49,2008-08-31
16.4,23.0,11.8,0.0,0.0,64,9.0,22.41,4.14,0.338,19.2,1.79,2008-09-01
18.1,25.4,9.7,0.0,0.0,58,5.6,23.13,4.32,0.336,19.2,2.12,2008-09-02
18.4,26.8,10.0,0.0,0.0,55,7.7,23.51,4.87,0.334,19.2,2.58,2008-09-03
19.4,28.0,11.2,0.0,0.0,53,5.5,23.53,4.71,0.332,19.3,2.76,2008-09-04
20.8,29.2,13.5,0.0,0.0,48,10.1,23.57,5.47,0.329,19.5,3.04,2008-09-05
22.1,30.3,13.7,0.0,0.0,46,8.6,23.45,5.45,0.327,19.8,3.24,2008-09-06
21.9,28.4,15.6,0.2,0.2,65,6.7,20.13,4.39,0.326,20.2,2.2,2008-09-07
21.8,29.3,16.2,1.3,1.3,69,9.4,21.35,4.54,0.325,20.5,2.62,2008-09-08
21.2,27.6,16.6,0.2,0.2,71,11.2,21.34,4.48,0.327,20.6,1.97,2008-09-09
21.7,28.5,16.1,0.4,0.4,67,8.5,22.75,4.68,0.325,20.8,2.31,2008-09-10
23.1,29.7,16.4,0.0,0.0,56,8.4,23.49,5.24,0.324,21.1,2.92,2008-09-11
22.5,30.5,14.9,0.0,0.0,51,8.3,24.08,5.5,0.322,21.2,3.29,2008-09-12
20.9,28.5,15.1,0.0,0.0,56,9.9,19.34,4.75,0.32,21.2,2.72,2008-09-13
20.5,26.3,15.7,1.5,1.5,63,6.6,19.86,4.13,0.32,21.2,2.06,2008-09-14
20.1,26.7,16.2,8.6,8.6,75,9.7,18.87,3.88,0.321,21.2,1.87,2008-09-15
18.4,23.2,15.7,9.4,9.4,84,8.2,14.89,2.85,0.33,21.0,0.9,2008-09-16
16.1,19.1,14.5,2.2,2.2,79,10.9,10.24,2.2,0.339,20.5,0.7,2008-09-17
16.2,20.5,12.9,0.0,0.0,65,11.2,12.04,2.83,0.339,20.1,1.34,2008-09-18
15.7,21.7,10.3,0.0,0.0,65,13.3,18.81,3.84,0.337,19.7,1.36,2008-09-19
17.8,24.7,11.5,5.3,5.3,70,9.6,19.85,3.93,0.335,19.8,1.69,2008-09-20
16.6,19.4,15.1,12.1,12.1,91,13.3,6.24,1.25,0.345,19.6,0.42,2008-09-21
16.4,21.3,12.7,0.0,0.0,64,12.4,23.37,4.35,0.347,19.4,1.52,2008-09-22
16.4,22.6,9.8,0.0,0.0,58,6.7,26.42,4.84,0.344,19.3,1.74,2008-09-23
16.9,23.5,10.1,0.0,0.0,64,8.9,23.91,4.56,0.341,19.3,1.86,2008-09-24
17.8,24.2,11.9,0.0,0.0,63,11.6,25.05,4.92,0.339,19.4,1.87,2008-09-25
16.5,19.3,14.3,15.1,15.1,84,9.5,9.62,1.96,0.342,19.2,0.5,2008-09-26
17.8,22.8,13.7,0.7,0.7,79,9.6,18.26,3.54,0.354,19.3,1.39,2008-09-27
16.6,22.5,10.8,0.0,0.0,69,6.6,22.35,4.19,0.351,19.1,1.66,2008-09-28
17.7,23.9,12.0,0.0,0.0,65,9.8,25.48,4.8,0.349,19.2,1.77,2008-09-29
19.1,26.7,12.8,1.1,1.1,73,9.7,23.44,4.57,0.346,19.4,1.81,2008-09-30
22.2,28.9,15.7,0.0,0.0,71,8.1,24.54,5.15,0.344,19.9,2.23,2008-10-01
18.7,20.2,16.3,17.4,17.4,91,7.4,4.82,1.06,0.353,19.8,0.45,2008-10-02
20.2,27.0,14.5,5.8,5.8,81,5.9,19.34,3.83,0.358,19.8,1.64,2008-10-03
23.2,29.4,17.9,1.4,1.4,72,9.7,21.08,4.54,0.362,20.2,2.25,2008-10-04
22.7,29.3,17.8,4.5,4.5,73,6.9,21.14,4.44,0.361,20.6,2.42,2008-10-05
21.2,27.9,17.9,9.1,9.1,81,9.7,22.17,4.36,0.363,20.7,1.83,2008-10-06
19.7,23.2,16.8,5.4,5.4,83,7.1,12.53,2.52,0.374,20.6,0.92,2008-10-07
19.0,22.5,16.3,1.0,1.0,78,12.5,12.37,2.75,0.375,20.4,1.01,2008-10-08
15.9,18.1,14.4,0.0,0.0,71,15.4,9.0,2.47,0.373,19.9,0.76,2008-10-09
16.7,20.4,13.0,0.0,0.0,73,14.5,14.4,3.07,0.372,19.6,0.92,2008-10-10
17.6,21.7,13.7,0.1,0.1,74,12.9,11.81,2.73,0.37,19.5,1.06,2008-10-11
20.0,25.2,14.8,0.0,0.0,67,11.0,22.32,4.64,0.367,19.7,1.73,2008-10-12
21.2,26.2,16.9,0.0,0.0,72,8.7,21.82,4.46,0.364,20.1,1.72,2008-10-13
22.5,28.6,16.0,0.0,0.0,68,7.2,25.64,5.26,0.361,20.5,2.26,2008-10-14
23.7,29.3,17.7,0.0,0.0,65,6.0,24.86,5.21,0.358,20.9,2.27,2008-10-15
24.1,30.5,17.6,0.2,0.2,66,6.5,24.14,5.24,0.354,21.3,2.64,2008-10-16
22.8,29.7,18.6,19.7,19.7,77,11.2,25.74,5.27,0.356,21.6,2.22,2008-10-17
22.1,28.8,18.2,6.9,6.9,80,10.2,21.28,4.34,0.366,21.6,2.07,2008-10-18
20.0,24.9,16.8,26.6,26.6,87,8.5,14.69,2.88,0.378,21.5,1.08,2008-10-19
19.1,23.7,15.7,7.7,7.7,82,13.9,17.06,3.34,0.392,21.1,0.98,2008-10-20
20.0,23.8,17.0,0.5,0.5,77,11.7,14.32,3.1,0.392,21.0,1.05,2008-10-21
20.7,24.9,17.7,0.0,0.0,75,8.0,19.04,3.83,0.39,21.1,1.43,2008-10-22
21.7,27.1,16.1,0.0,0.0,71,6.6,25.7,5.14,0.387,21.2,1.92,2008-10-23
22.6,28.2,16.2,0.0,0.0,63,6.4,26.96,5.56,0.383,21.5,2.2,2008-10-24
23.8,29.2,17.9,0.0,0.0,58,8.1,25.87,5.74,0.379,21.8,2.44,2008-10-25
24.1,30.3,18.6,0.0,0.0,56,11.1,29.13,6.56,0.374,22.0,2.97,2008-10-26
24.9,31.0,18.6,0.0,0.0,52,6.8,22.31,5.32,0.37,22.2,3.01,2008-10-27
23.6,30.0,19.1,4.3,4.3,76,7.5,24.34,5.07,0.369,22.5,2.12,2008-10-28
23.1,29.2,19.3,1.9,1.9,76,11.7,21.53,4.62,0.373,22.5,1.89,2008-10-29
22.2,25.9,19.1,1.3,1.3,80,6.6,12.77,2.79,0.375,22.4,1.28,2008-10-30
21.3,26.7,17.8,3.8,3.8,82,8.1,14.2,2.99,0.375,22.2,1.46,2008-10-31
20.4,24.5,16.2,1.3,1.3,78,10.4,14.87,3.14,0.377,22.0,1.0,2008-11-01
22.5,28.7,17.1,5.0,5.0,74,10.4,26.18,5.32,0.375,22.1,1.87,2008-11-02
22.4,27.6,18.0,7.0,7.0,81,6.8,21.81,4.4,0.377,22.3,1.73,2008-11-03
21.8,27.4,17.6,6.5,6.5,84,5.9,23.99,4.71,0.38,22.4,1.45,2008-11-04
21.1,26.1,18.1,8.2,8.2,87,7.0,16.43,3.25,0.387,22.3,1.03,2008-11-05
21.9,27.9,17.3,17.2,17.2,85,8.0,22.51,4.45,0.396,22.3,1.4,2008-11-06
20.6,23.0,18.9,10.1,10.1,93,6.7,11.15,2.11,0.41,22.2,0.45,2008-11-07
21.2,26.0,17.5,2.1,2.1,85,6.2,15.97,3.19,0.416,22.1,1.33,2008-11-08
22.6,27.7,17.2,0.1,0.1,75,5.9,23.49,4.72,0.416,22.2,1.85,2008-11-09
21.9,26.0,19.0,5.2,5.2,81,7.6,17.58,3.6,0.415,22.3,1.06,2008-11-10
21.4,25.9,18.1,0.7,0.7,76,9.0,23.91,4.8,0.417,22.3,1.46,2008-11-11
20.9,25.1,17.9,6.4,6.4,76,9.7,19.91,3.99,0.415,22.2,1.25,2008-11-12
21.0,25.3,17.0,13.3,13.3,84,8.6,18.5,3.58,0.419,22.1,0.97,2008-11-13
20.0,24.5,18.3,29.7,29.7,93,6.8,10.44,2.02,0.441,21.9,0.79,2008-11-14
21.8,27.0,17.2,0.8,0.8,76,6.3,20.71,4.19,0.449,21.9,1.83,2008-11-15
22.8,28.4,18.1,0.3,0.3,69,7.7,26.84,5.58,0.445,22.1,2.22,2008-11-16
21.1,25.7,18.1,7.3,7.3,79,10.2,18.09,3.76,0.443,22.2,1.22,2008-11-17
20.4,25.4,17.2,8.2,8.2,82,7.2,22.04,4.24,0.448,22.1,1.29,2008-11-18
19.3,23.3,16.2,5.4,5.4,79,8.7,21.52,4.15,0.453,21.9,1.04,2008-11-19
18.3,22.7,14.3,0.2,0.2,68,12.1,21.7,4.41,0.453,21.6,1.32,2008-11-20
18.1,22.1,14.2,0.0,0.0,68,13.7,18.11,3.95,0.449,21.3,1.2,2008-11-21
17.3,20.3,15.1,0.7,0.7,80,16.1,11.73,2.57,0.447,21.0,0.77,2008-11-22
18.2,23.3,14.3,2.7,2.7,80,11.3,20.05,3.73,0.447,20.8,1.06,2008-11-23
19.1,23.4,16.5,3.7,3.7,80,11.2,19.97,3.89,0.448,20.9,1.11,2008-11-24
20.0,24.8,16.7,0.3,0.3,74,13.0,21.38,4.44,0.448,21.0,1.39,2008-11-25
19.7,24.3,16.6,3.5,3.5,77,10.7,20.04,3.99,0.445,21.0,1.16,2008-11-26
19.8,24.0,16.9,5.3,5.3,81,8.2,19.75,3.77,0.446,21.1,1.08,2008-11-27
20.5,25.9,17.0,1.3,1.3,76,9.3,23.27,4.67,0.447,21.2,1.47,2008-11-28
20.2,24.0,17.6,1.1,1.1,77,9.8,17.99,3.67,0.445,21.2,1.12,2008-11-29
20.9,25.6,17.3,0.3,0.3,73,7.4,21.37,4.29,0.442,21.3,1.44,2008-11-30
21.6,26.8,16.6,0.0,0.0,71,8.0,22.95,4.64,0.439,21.4,1.84,2008-12-01
22.7,28.5,16.4,3.7,3.7,72,7.6,27.27,5.62,0.435,21.6,1.89,2008-12-02
20.4,24.1,17.4,13.7,13.7,82,9.9,15.45,3.05,0.442,21.6,1.06,2008-12-03
19.8,24.9,14.0,0.0,0.0,65,6.5,26.72,5.17,0.445,21.4,1.86,2008-12-04
20.1,25.1,15.0,0.0,0.0,66,9.5,22.17,4.59,0.44,21.4,1.71,2008-12-05
20.2,24.7,16.4,0.6,0.6,73,9.1,18.1,3.74,0.437,21.4,1.35,2008-12-06
21.5,26.0,17.9,0.8,0.8,72,9.2,22.69,4.65,0.435,21.5,1.6,2008-12-07
21.1,26.6,17.1,1.1,1.1,81,7.6,24.43,4.73,0.433,21.7,1.24,2008-12-08
22.2,28.0,16.3,0.0,0.0,73,4.1,27.28,5.36,0.43,21.9,2.13,2008-12-09
23.1,28.1,17.5,0.0,0.0,67,8.0,26.58,5.49,0.426,22.1,2.03,2008-12-10
21.3,25.1,19.0,12.8,12.8,86,5.8,15.18,3.02,0.43,22.1,1.1,2008-12-11
20.5,24.5,18.5,7.1,7.1,88,5.2,11.12,2.33,0.438,21.9,0.9,2008-12-12
20.0,23.7,17.2,0.5,0.5,78,8.5,16.1,3.35,0.44,21.8,1.06,2008-12-13
19.0,21.7,16.7,10.8,10.8,85,9.5,12.59,2.52,0.44,21.5,0.5,2008-12-14
19.0,21.1,17.9,34.5,34.5,96,7.0,5.36,1.07,0.46,21.3,0.23,2008-12-15
19.0,20.3,17.8,51.9,51.9,95,7.9,5.16,1.02,0.485,21.1,0.19,2008-12-16
20.5,25.0,17.8,11.1,11.1,88,7.6,16.15,3.1,0.498,21.2,1.05,2008-12-17
20.7,23.7,18.4,11.9,11.9,86,7.7,16.19,3.14,0.497,21.3,0.85,2008-12-18
20.8,24.2,18.6,7.5,7.5,86,6.7,14.2,2.87,0.499,21.4,0.92,2008-12-19
20.1,23.7,17.4,10.0,10.0,89,7.9,15.89,2.97,0.503,21.3,0.76,2008-12-20
20.3,25.5,16.4,9.0,9.0,84,7.7,21.33,4.03,0.5,21.3,1.32,2008-12-21
19.9,23.8,17.5,12.8,12.8,89,7.8,14.64,2.7,0.501,21.3,0.87,2008-12-22
20.9,25.6,17.1,1.5,1.5,82,7.3,19.67,3.83,0.498,21.3,1.32,2008-12-23
21.5,25.9,18.1,4.2,4.2,82,7.8,18.23,3.57,0.496,21.5,1.23,2008-12-24
20.4,24.6,18.3,7.0,7.0,90,6.6,10.62,2.13,0.496,21.4,0.89,2008-12-25
21.0,25.3,17.9,24.1,24.1,86,5.0,16.51,3.29,0.498,21.5,1.14,2008-12-26
19.1,20.4,18.1,48.0,48.0,93,9.3,4.16,0.97,0.507,21.2,0.28,2008-12-27
20.2,22.9,17.9,47.7,47.7,92,7.8,11.38,2.15,0.506,21.1,0.5,2008-12-28
22.3,26.8,19.1,3.4,3.4,84,5.7,20.88,4.13,0.503,21.4,1.2,2008-12-29
22.6,27.8,17.6,5.9,5.9,83,6.6,23.47,4.69,0.499,21.8,1.5,2008-12-30
21.5,25.8,19.4,20.0,20.0,88,7.8,16.72,3.31,0.501,21.9,0.94,2008-12-31
21.6,24.4,19.0,13.2,13.2,89,6.3,13.83,2.7,0.499,21.9,0.68,2009-01-01
21.0,24.1,18.2,1.8,1.8,89,5.1,9.29,1.95,0.497,21.7,0.75,2009-01-02
21.2,24.7,18.2,10.3,10.3,88,12.5,16.54,3.12,0.494,21.7,0.79,2009-01-03
20.4,25.1,17.7,27.7,27.7,89,13.2,15.76,2.96,0.5,21.7,0.84,2009-01-04
18.1,19.5,17.3,12.2,12.2,88,8.4,5.07,1.21,0.498,21.3,0.51,2009-01-05
20.6,25.5,16.5,0.1,0.1,72,7.4,21.15,4.29,0.494,21.3,1.48,2009-01-06
21.0,25.3,16.0,0.2,0.2,71,5.9,24.09,4.69,0.486,21.5,1.57,2009-01-07
