weather_brazil_minas_gerais_temperature_2m_mean,weather_brazil_minas_gerais_temperature_2m_max,weather_brazil_minas_gerais_temperature_2m_min,weather_brazil_minas_gerais_precipitation_sum,weather_brazil_minas_gerais_rain_sum,weather_brazil_minas_gerais_relative_humidity_2m_mean,weather_brazil_minas_gerais_wind_speed_10m_mean,weather_brazil_minas_gerais_shortwave_radiation_sum,weather_brazil_minas_gerais_et0_fao_evapotranspiration,weather_brazil_minas_gerais_soil_moisture_0_to_100cm_mean,weather_brazil_minas_gerais_soil_temperature_0_to_100cm_mean,weather_brazil_minas_gerais_vapour_pressure_deficit_max,Date
22.6,26.6,18.9,0.3,0.3,57,10.0,15.1,3.88,0.308,23.2,1.99,2020-09-20
19.6,25.3,16.4,21.4,21.4,83,9.3,13.71,2.83,0.319,22.7,1.27,2020-09-21
16.6,19.0,14.9,8.4,8.4,86,11.7,7.76,1.64,0.328,21.8,0.5,2020-09-22
17.7,21.6,14.7,0.2,0.2,73,14.5,9.03,2.48,0.33,21.5,1.03,2020-09-23
19.5,26.2,13.5,0.0,0.0,66,8.2,21.53,4.36,0.329,21.4,2.05,2020-09-24
21.1,27.5,14.7,0.0,0.0,64,8.2,22.71,4.83,0.314,21.7,2.2,2020-09-25
22.8,29.8,15.3,0.0,0.0,52,8.3,24.65,5.5,0.303,21.9,2.91,2020-09-26
24.8,32.1,17.8,0.0,0.0,41,8.8,25.05,6.19,0.296,22.2,3.72,2020-09-27
25.9,33.5,17.4,0.0,0.0,39,8.1,24.42,6.14,0.293,22.5,3.98,2020-09-28
26.0,33.5,19.3,0.0,0.0,52,9.2,23.08,5.75,0.295,23.0,3.86,2020-09-29
26.3,33.6,19.2,0.0,0.0,54,8.8,22.72,5.65,0.293,23.4,3.77,2020-09-30
26.9,33.8,19.7,0.0,0.0,46,7.3,23.5,5.79,0.29,23.8,3.95,2020-10-01
27.9,34.6,21.0,0.0,0.0,39,7.3,24.79,6.28,0.289,24.2,4.13,2020-10-02
27.9,34.2,20.8,0.0,0.0,39,7.7,21.68,5.78,0.287,24.5,4.01,2020-10-03
25.4,33.0,21.1,0.9,0.9,64,12.5,22.17,5.5,0.288,24.8,3.44,2020-10-04
26.1,32.9,20.2,0.1,0.1,57,10.3,22.85,5.65,0.285,24.9,3.25,2020-10-05
27.2,33.9,20.5,0.0,0.0,50,8.3,22.61,5.79,0.285,25.2,3.71,2020-10-06
27.9,35.9,22.1,0.0,0.0,47,9.9,20.69,5.96,0.281,25.4,4.57,2020-10-07
26.5,32.1,20.7,0.1,0.1,53,7.0,21.43,5.31,0.28,25.5,3.01,2020-10-08
24.3,32.2,19.8,0.8,0.8,68,7.5,18.42,4.3,0.285,25.4,3.07,2020-10-09
22.5,28.7,18.7,5.1,5.1,70,7.8,18.36,4.07,0.286,25.0,2.11,2020-10-10
20.6,27.4,15.1,0.0,0.0,64,12.3,21.14,4.86,0.288,24.6,1.96,2020-10-11
21.4,28.6,15.4,0.0,0.0,63,9.5,18.47,4.37,0.292,24.4,2.41,2020-10-12
23.7,30.5,17.3,0.6,0.6,60,9.1,21.61,5.03,0.292,24.5,2.97,2020-10-13
24.0,31.1,19.7,2.3,2.3,67,9.2,20.96,4.83,0.291,24.7,2.66,2020-10-14
22.0,26.8,17.6,1.0,1.0,72,8.2,16.57,3.77,0.286,24.5,1.66,2020-10-15
19.8,25.4,16.8,0.9,0.9,74,10.8,13.43,3.1,0.291,24.3,1.55,2020-10-16
19.8,25.2,15.3,1.6,1.6,67,13.0,16.34,3.96,0.292,23.9,1.69,2020-10-17
20.8,26.9,15.7,1.1,1.1,62,11.5,20.9,4.91,0.292,23.8,2.0,2020-10-18
20.2,26.3,16.8,1.2,1.2,73,11.5,13.83,3.32,0.292,23.6,1.8,2020-10-19
19.6,22.8,16.7,1.3,1.3,80,7.6,10.44,2.31,0.297,23.0,1.07,2020-10-20
21.6,27.6,16.6,1.0,1.0,70,6.3,18.69,4.12,0.294,23.1,2.09,2020-10-21
21.6,27.1,17.1,1.4,1.4,61,14.9,19.68,4.92,0.292,23.3,1.88,2020-10-22
21.9,28.3,17.1,0.8,0.8,62,14.3,23.04,5.48,0.289,23.4,2.42,2020-10-23
19.3,23.3,16.8,6.7,6.7,79,9.7,9.66,2.33,0.286,23.1,1.17,2020-10-24
20.5,27.4,16.1,3.1,3.1,79,5.9,20.19,4.07,0.283,22.7,1.83,2020-10-25
21.1,27.6,15.5,0.1,0.1,66,6.2,20.66,4.3,0.283,22.8,2.33,2020-10-26
23.2,29.5,16.4,0.2,0.2,61,9.6,24.07,5.6,0.283,23.1,2.51,2020-10-27
25.1,32.2,18.3,0.0,0.0,49,10.5,27.86,6.75,0.281,23.5,3.58,2020-10-28
25.1,33.3,16.9,1.5,1.5,49,8.6,25.12,6.15,0.286,23.8,3.81,2020-10-29
21.3,25.4,16.7,11.5,11.5,80,9.9,12.68,2.74,0.295,23.6,1.21,2020-10-30
19.4,23.7,15.6,1.8,1.8,71,11.8,16.25,3.65,0.331,22.9,1.3,2020-10-31
18.0,23.7,13.5,3.1,3.1,70,11.7,20.15,4.15,0.33,22.6,1.42,2020-11-01
17.2,24.0,9.8,0.0,0.0,60,8.3,28.08,5.43,0.324,22.3,2.04,2020-11-02
17.2,23.3,12.4,31.5,31.5,77,10.0,18.62,3.59,0.316,22.0,1.23,2020-11-03
19.0,24.7,14.4,0.8,0.8,68,8.5,24.67,4.89,0.325,21.7,1.87,2020-11-04
19.0,24.6,12.6,0.1,0.1,69,9.7,23.1,4.55,0.317,21.8,1.68,2020-11-05
20.5,27.4,14.0,0.0,0.0,66,9.3,27.58,5.64,0.311,21.9,2.32,2020-11-06
22.6,29.2,15.4,0.1,0.1,64,10.9,24.58,5.44,0.303,22.2,2.42,2020-11-07
23.8,30.0,18.8,0.4,0.4,68,11.1,24.73,5.53,0.293,22.6,2.46,2020-11-08
23.6,30.9,17.8,3.5,3.5,71,8.7,26.24,5.67,0.287,22.9,2.79,2020-11-09
21.0,23.7,19.2,19.6,19.6,85,4.8,9.81,2.06,0.298,22.7,0.95,2020-11-10
22.1,28.2,18.6,12.5,12.5,82,5.5,22.21,4.37,0.306,22.7,1.82,2020-11-11
21.3,25.6,18.9,25.5,25.5,85,6.5,18.23,3.6,0.322,22.5,1.14,2020-11-12
20.6,23.3,18.1,16.4,16.4,89,6.8,12.21,2.39,0.33,22.4,0.7,2020-11-13
20.9,25.5,17.9,6.2,6.2,81,6.2,14.85,3.06,0.341,22.2,1.36,2020-11-14
23.1,28.5,17.4,0.2,0.2,72,5.8,26.5,5.39,0.334,22.5,2.08,2020-11-15
22.6,27.6,18.2,6.0,6.0,79,7.2,21.47,4.35,0.331,22.7,1.52,2020-11-16
22.0,28.4,16.8,3.6,3.6,84,5.9,22.0,4.37,0.329,22.7,1.57,2020-11-17
21.2,26.4,18.4,7.7,7.7,86,7.1,14.42,2.87,0.332,22.6,1.25,2020-11-18
21.4,25.9,18.3,8.7,8.7,84,10.4,18.36,3.65,0.357,22.5,1.15,2020-11-19
20.3,26.3,14.5,0.0,0.0,70,7.9,27.93,5.46,0.365,22.4,2.02,2020-11-20
20.1,25.8,14.6,0.4,0.4,69,9.8,23.77,4.85,0.36,22.4,1.66,2020-11-21
20.8,26.2,16.7,1.5,1.5,71,8.9,21.95,4.53,0.355,22.4,1.76,2020-11-22
21.1,26.3,16.3,1.0,1.0,69,11.9,23.26,4.94,0.352,22.3,1.64,2020-11-23
21.6,27.1,16.4,0.4,0.4,67,10.9,26.02,5.5,0.347,22.5,2.09,2020-11-24
21.4,26.8,16.4,0.9,0.9,71,10.7,23.79,4.95,0.343,22.6,1.68,2020-11-25
22.2,28.2,17.2,0.8,0.8,70,8.3,24.61,5.09,0.338,22.7,2.14,2020-11-26
23.4,28.3,17.5,0.4,0.4,60,7.0,25.08,5.55,0.334,22.9,2.15,2020-11-27
23.4,29.6,17.2,0.0,0.0,58,11.6,29.81,6.76,0.327,23.2,2.69,2020-11-28
23.0,28.2,17.3,0.0,0.0,60,8.8,21.13,4.83,0.323,23.3,2.41,2020-11-29
23.5,29.8,18.2,13.3,13.3,67,7.8,27.41,5.84,0.322,23.5,2.37,2020-11-30
23.1,27.4,18.7,9.4,9.4,77,6.1,22.44,4.59,0.333,23.5,1.68,2020-12-01
20.9,23.7,19.1,4.4,4.4,88,6.3,11.39,2.24,0.332,23.3,0.81,2020-12-02
22.4,28.2,17.5,2.5,2.5,80,8.1,21.65,4.36,0.329,23.3,1.56,2020-12-03
24.0,31.4,18.5,2.8,2.8,76,5.3,26.74,5.51,0.328,23.5,2.58,2020-12-04
23.5,29.6,19.9,14.6,14.6,78,7.9,24.58,5.07,0.329,23.6,2.04,2020-12-05
21.2,24.7,19.1,11.2,11.2,86,9.9,10.83,2.3,0.337,23.2,0.9,2020-12-06
20.9,25.7,19.0,37.1,37.1,91,6.3,12.9,2.58,0.364,22.9,0.87,2020-12-07
21.7,25.7,18.7,13.6,13.6,86,6.5,16.3,3.23,0.391,22.8,1.21,2020-12-08
20.9,25.0,18.3,9.1,9.1,85,4.9,14.84,2.94,0.398,22.7,1.02,2020-12-09
20.6,25.9,17.1,5.2,5.2,83,5.0,20.15,3.91,0.401,22.5,1.5,2020-12-10
21.1,25.8,17.8,7.1,7.1,84,7.4,16.35,3.22,0.402,22.4,1.21,2020-12-11
21.8,26.5,18.3,8.2,8.2,85,6.2,18.5,3.67,0.413,22.5,1.55,2020-12-12
21.4,25.1,18.8,7.2,7.2,89,5.0,13.47,2.69,0.429,22.5,0.97,2020-12-13
23.7,29.2,18.8,0.0,0.0,76,7.2,28.12,5.63,0.428,22.8,1.82,2020-12-14
24.2,30.2,19.1,0.1,0.1,73,6.7,27.19,5.7,0.424,23.1,2.21,2020-12-15
23.7,29.0,18.6,2.0,2.0,74,6.2,27.71,5.69,0.42,23.3,1.98,2020-12-16
23.2,27.4,19.4,0.0,0.0,78,4.6,17.76,3.7,0.414,23.4,1.38,2020-12-17
22.9,29.1,18.5,4.1,4.1,81,6.6,25.24,5.06,0.411,23.3,2.02,2020-12-18
22.6,28.0,18.6,5.4,5.4,83,6.9,20.96,4.16,0.407,23.3,1.5,2020-12-19
23.7,28.7,19.7,0.8,0.8,75,5.6,23.75,4.9,0.401,23.5,1.86,2020-12-20
24.3,29.2,20.6,3.6,3.6,74,8.3,24.88,5.21,0.398,23.7,1.77,2020-12-21
22.3,25.9,20.1,17.6,17.6,84,8.0,16.5,3.37,0.399,23.6,1.0,2020-12-22
21.5,25.6,18.5,14.3,14.3,83,10.6,20.17,3.98,0.404,23.2,1.04,2020-12-23
20.0,23.9,17.3,18.6,18.6,86,10.2,14.63,2.86,0.412,22.8,0.7,2020-12-24
19.3,23.0,16.8,8.6,8.6,87,9.6,15.17,2.88,0.443,22.4,0.65,2020-12-25
20.7,25.5,17.1,9.2,9.2,84,8.7,21.55,4.08,0.443,22.4,1.15,2020-12-26
19.5,21.0,18.1,25.1,25.1,92,7.8,7.19,1.44,0.449,22.2,0.41,2020-12-27
20.3,23.7,17.4,11.0,11.0,88,5.6,11.01,2.22,0.449,22.1,0.74,2020-12-28
21.2,25.8,18.2,7.6,7.6,85,5.1,15.21,3.06,0.45,22.1,1.15,2020-12-29
22.5,27.2,18.2,0.0,0.0,76,7.0,19.75,4.1,0.451,22.1,1.69,2020-12-30
22.1,26.9,17.5,4.7,4.7,79,8.9,22.55,4.43,0.449,22.3,1.28,2020-12-31
21.8,26.9,17.1,8.2,8.2,83,5.7,21.99,4.31,0.445,22.4,1.48,2021-01-01
20.8,26.3,17.6,10.2,10.2,85,5.7,21.44,4.2,0.448,22.4,1.5,2021-01-02
20.5,25.3,17.1,10.5,10.5,82,8.8,22.54,4.32,0.449,22.2,1.19,2021-01-03
21.5,26.7,17.1,0.8,0.8,79,8.9,24.61,4.76,0.447,22.2,1.48,2021-01-04
22.4,27.4,17.3,0.7,0.7,81,6.0,25.42,4.96,0.443,22.4,1.46,2021-01-05
22.5,28.2,18.7,7.8,7.8,84,6.2,22.86,4.51,0.442,22.6,1.53,2021-01-06
22.8,29.0,18.6,6.9,6.9,85,6.6,18.59,3.79,0.445,22.7,1.8,2021-01-07
22.6,26.0,19.7,4.0,4.0,82,7.5,16.45,3.33,0.443,22.7,1.2,2021-01-08
23.2,27.7,19.9,5.1,5.1,81,5.4,21.68,4.37,0.438,22.9,1.59,2021-01-09
22.5,26.5,19.8,13.5,13.5,88,7.4,16.78,3.37,0.443,22.9,0.97,2021-01-10
22.7,26.5,20.0,8.4,8.4,86,6.9,17.11,3.41,0.448,22.8,0.95,2021-01-11
23.0,28.0,20.2,6.4,6.4,83,7.5,20.43,4.08,0.456,22.8,1.51,2021-01-12
22.5,27.1,19.6,13.7,13.7,85,6.9,18.08,3.6,0.458,22.8,1.26,2021-01-13
22.3,26.7,18.8,2.9,2.9,78,7.3,22.39,4.43,0.471,22.8,1.51,2021-01-14
21.2,25.9,18.1,21.0,21.0,83,8.1,19.84,3.84,0.475,22.7,1.18,2021-01-15
21.7,25.8,18.3,0.8,0.8,83,8.7,24.67,4.57,0.477,22.6,1.15,2021-01-16
22.4,25.8,19.5,0.9,0.9,78,10.0,19.04,3.98,0.473,22.7,1.28,2021-01-17
23.3,28.0,18.7,0.4,0.4,72,7.7,26.28,5.35,0.469,22.9,1.7,2021-01-18
24.0,29.0,18.9,0.0,0.0,61,7.1,26.15,5.68,0.465,23.2,2.25,2021-01-19
23.0,28.7,17.1,0.0,0.0,64,7.3,25.77,5.52,0.459,23.3,2.38,2021-01-20
23.1,28.3,17.7,0.0,0.0,62,10.0,27.75,6.01,0.453,23.3,2.23,2021-01-21
22.7,27.7,17.8,0.1,0.1,64,9.7,25.1,5.4,0.446,23.4,2.08,2021-01-22
22.3,27.2,17.6,0.9,0.9,71,8.9,23.99,4.97,0.439,23.4,1.84,2021-01-23
23.0,27.5,18.2,0.4,0.4,65,7.8,25.62,5.42,0.433,23.5,2.05,2021-01-24
23.4,28.0,19.2,0.3,0.3,66,7.0,25.05,5.24,0.426,23.6,1.87,2021-01-25
23.3,28.2,18.4,0.8,0.8,69,7.8,22.91,4.94,0.42,23.7,1.79,2021-01-26
24.0,28.6,19.6,0.0,0.0,61,8.2,26.48,5.76,0.416,23.9,2.13,2021-01-27
23.7,29.4,16.8,0.0,0.0,56,7.2,27.56,5.98,0.412,23.9,2.55,2021-01-28
24.5,29.4,19.4,0.0,0.0,55,7.4,24.55,5.55,0.409,24.0,2.52,2021-01-29
24.7,29.7,19.5,0.0,0.0,58,7.0,24.78,5.49,0.406,24.1,2.46,2021-01-30
25.2,30.0,19.6,1.3,1.3,58,6.8,24.72,5.55,0.403,24.3,2.49,2021-01-31
23.1,29.1,20.1,7.9,7.9,79,4.9,18.67,3.9,0.405,24.2,2.09,2021-02-01
22.7,28.6,18.7,4.7,4.7,81,5.2,22.8,4.55,0.404,24.0,1.88,2021-02-02
23.6,29.6,18.3,0.2,0.2,74,7.4,25.19,5.27,0.4,24.0,1.97,2021-02-03
24.1,29.9,18.5,1.2,1.2,73,8.6,24.99,5.26,0.4,24.2,2.04,2021-02-04
22.0,25.0,20.0,36.7,36.7,88,7.1,13.41,2.71,0.411,24.0,0.73,2021-02-05
21.2,25.7,19.1,19.7,19.7,90,7.0,16.26,3.07,0.434,23.6,1.0,2021-02-06
20.2,25.2,16.7,2.6,2.6,78,9.7,21.9,4.24,0.435,23.3,1.28,2021-02-07
19.6,24.1,16.5,4.3,4.3,80,9.0,21.58,4.13,0.434,23.1,1.13,2021-02-08
19.7,23.9,15.5,10.4,10.4,81,7.8,21.58,4.11,0.436,22.8,1.0,2021-02-09
20.7,25.6,16.1,2.6,2.6,78,8.2,21.38,4.24,0.433,22.8,1.31,2021-02-10
20.9,25.6,17.1,7.7,7.7,85,7.0,17.94,3.49,0.435,22.8,1.17,2021-02-11
20.9,24.7,18.3,20.8,20.8,88,7.5,15.51,2.97,0.445,22.6,0.86,2021-02-12
20.5,23.5,18.3,24.9,24.9,87,5.9,10.33,2.16,0.466,22.5,0.96,2021-02-13
21.8,26.6,17.9,6.1,6.1,83,6.3,22.33,4.26,0.474,22.5,1.33,2021-02-14
21.4,26.6,18.6,8.1,8.1,87,6.7,21.13,3.94,0.47,22.6,1.32,2021-02-15
22.2,26.9,16.9,0.9,0.9,75,7.4,24.0,4.83,0.464,22.7,1.65,2021-02-16
23.2,27.6,18.9,0.2,0.2,74,6.6,20.49,4.37,0.459,22.9,1.65,2021-02-17
22.6,26.7,19.1,1.6,1.6,80,6.7,21.88,4.29,0.454,22.9,1.31,2021-02-18
23.2,27.9,19.0,1.4,1.4,76,6.2,24.65,5.04,0.447,23.0,1.67,2021-02-19
22.6,27.1,18.5,1.3,1.3,79,7.8,19.89,4.14,0.441,23.1,1.44,2021-02-20
22.2,26.5,18.3,1.1,1.1,82,8.6,19.19,3.89,0.439,23.1,1.23,2021-02-21
22.3,27.6,18.5,2.4,2.4,77,8.0,23.86,4.9,0.442,23.1,1.61,2021-02-22
21.9,27.8,16.1,0.0,0.0,73,6.2,24.36,4.87,0.439,23.1,2.02,2021-02-23
22.9,28.8,16.1,0.0,0.0,67,6.9,26.67,5.59,0.434,23.1,2.2,2021-02-24
22.0,26.5,19.0,1.5,1.5,74,7.9,20.2,4.15,0.43,23.2,1.46,2021-02-25
20.2,23.3,17.9,16.1,16.1,88,7.7,9.65,1.97,0.435,22.8,0.67,2021-02-26
20.0,23.8,18.3,5.6,5.6,85,7.8,9.93,2.1,0.443,22.4,0.88,2021-02-27
21.5,26.1,17.2,0.0,0.0,74,10.6,20.27,4.23,0.444,22.4,1.57,2021-02-28
21.1,24.9,17.5,0.8,0.8,75,10.8,15.97,3.45,0.44,22.5,1.27,2021-03-01
21.7,26.5,17.3,1.4,1.4,72,10.4,21.15,4.45,0.437,22.5,1.7,2021-03-02
22.0,27.6,16.5,0.0,0.0,68,7.3,23.13,4.8,0.433,22.6,2.14,2021-03-03
22.2,27.3,16.9,0.1,0.1,69,8.8,23.49,4.87,0.431,22.6,1.85,2021-03-04
21.7,26.1,18.7,4.5,4.5,84,9.9,18.52,3.55,0.43,22.6,1.29,2021-03-05
20.6,23.1,19.2,19.1,19.1,91,8.3,9.12,1.79,0.432,22.4,0.62,2021-03-06
19.9,22.2,18.1,11.2,11.2,93,5.4,7.73,1.5,0.44,22.1,0.45,2021-03-07
20.3,24.7,18.2,10.6,10.6,87,5.5,15.51,2.94,0.445,22.0,1.07,2021-03-08
20.6,25.5,16.3,3.1,3.1,84,5.4,18.9,3.62,0.45,22.0,1.33,2021-03-09
20.5,25.8,15.9,0.6,0.6,83,6.7,21.5,4.08,0.447,22.0,1.3,2021-03-10
21.8,27.4,17.5,1.2,1.2,82,6.8,22.12,4.27,0.442,22.2,1.5,2021-03-11
22.5,27.6,17.7,2.0,2.0,78,6.1,23.39,4.71,0.435,22.4,1.68,2021-03-12
22.2,27.8,18.4,9.6,9.6,83,6.5,21.39,4.23,0.434,22.6,1.47,2021-03-13
21.2,26.3,18.0,13.0,13.0,87,6.1,19.54,3.77,0.441,22.4,1.13,2021-03-14
22.0,26.5,17.1,0.5,0.5,75,5.8,22.05,4.39,0.437,22.4,1.61,2021-03-15
22.3,27.2,17.7,0.0,0.0,74,8.5,24.12,4.82,0.431,22.6,1.76,2021-03-16
22.4,27.4,16.7,0.3,0.3,72,6.7,23.65,4.74,0.426,22.8,1.82,2021-03-17
22.3,27.0,18.2,1.1,1.1,72,7.4,18.05,3.9,0.423,22.8,1.65,2021-03-18
22.1,27.6,18.2,3.1,3.1,79,6.3,20.25,4.02,0.423,22.8,1.73,2021-03-19
22.2,27.0,17.9,0.6,0.6,72,8.9,21.75,4.57,0.425,22.7,1.77,2021-03-20
21.5,26.7,16.7,0.3,0.3,72,7.5,22.4,4.43,0.421,22.8,1.8,2021-03-21
22.2,27.9,16.1,0.0,0.0,70,6.0,22.15,4.55,0.417,22.8,1.95,2021-03-22
22.8,27.8,17.2,0.1,0.1,71,5.4,20.3,4.17,0.412,22.9,1.84,2021-03-23
23.7,28.5,18.6,0.1,0.1,67,6.5,22.7,4.87,0.408,23.1,1.94,2021-03-24
23.2,28.2,17.8,0.6,0.6,68,6.0,21.9,4.63,0.405,23.3,1.91,2021-03-25
23.1,27.7,18.9,0.4,0.4,75,5.6,20.54,4.18,0.401,23.4,1.7,2021-03-26
22.9,29.0,17.4,0.9,0.9,77,4.9,22.78,4.57,0.398,23.4,2.05,2021-03-27
22.7,29.2,17.9,0.5,0.5,79,5.7,21.82,4.44,0.397,23.4,1.9,2021-03-28
22.1,27.8,17.1,2.9,2.9,81,4.7,20.48,4.08,0.405,23.3,1.61,2021-03-29
22.1,28.3,17.7,10.0,10.0,79,6.9,21.45,4.29,0.402,23.3,1.88,2021-03-30
20.7,26.5,15.7,1.0,1.0,78,7.1,20.29,3.96,0.4,23.1,1.61,2021-03-31
19.6,25.9,14.1,0.0,0.0,63,8.5,24.49,5.01,0.397,22.9,2.11,2021-04-01
19.6,26.7,12.7,0.0,0.0,66,8.1,24.44,4.88,0.395,22.7,2.03,2021-04-02
20.4,26.2,15.0,1.2,1.2,73,10.7,18.29,3.85,0.392,22.7,1.62,2021-04-03
20.9,27.1,15.9,0.0,0.0,69,9.8,20.73,4.41,0.389,22.7,2.06,2021-04-04
19.9,25.4,15.4,0.0,0.0,70,9.5,17.25,3.65,0.387,22.6,1.69,2021-04-05
19.6,25.6,15.2,3.1,3.1,77,7.1,15.12,3.02,0.384,22.5,1.78,2021-04-06
20.0,24.5,16.2,0.0,0.0,73,10.7,15.31,3.39,0.382,22.2,1.45,2021-04-07
19.6,25.5,14.8,0.0,0.0,66,13.1,22.82,4.79,0.378,22.2,1.88,2021-04-08
19.1,25.1,14.4,0.0,0.0,66,9.2,17.55,3.7,0.376,22.1,1.93,2021-04-09
19.0,25.7,13.4,0.0,0.0,66,5.8,23.49,4.37,0.374,22.1,2.09,2021-04-10
19.2,26.2,12.0,0.0,0.0,58,7.3,23.53,4.7,0.373,21.9,2.07,2021-04-11
20.8,27.3,14.4,0.0,0.0,55,6.6,23.29,4.77,0.374,21.8,2.33,2021-04-12
20.4,26.2,14.6,0.0,0.0,65,7.7,17.03,3.74,0.374,21.8,1.81,2021-04-13
19.7,25.2,14.7,0.0,0.0,72,7.4,16.1,3.3,0.373,21.9,1.64,2021-04-14
19.1,25.9,13.5,0.0,0.0,65,9.9,19.54,4.13,0.371,21.9,1.91,2021-04-15
19.0,25.0,12.7,0.0,0.0,61,7.2,20.91,4.19,0.37,21.8,1.8,2021-04-16
20.2,25.9,14.1,0.0,0.0,60,7.0,19.37,4.08,0.37,21.9,1.99,2021-04-17
18.2,20.1,16.7,7.1,7.1,78,5.4,6.58,1.49,0.374,21.6,0.82,2021-04-18
19.3,24.2,15.2,1.0,1.0,77,7.1,18.0,3.56,0.373,21.5,1.31,2021-04-19
18.2,24.8,11.3,0.0,0.0,71,8.1,21.0,4.16,0.371,21.4,1.84,2021-04-20
18.0,25.1,11.4,0.0,0.0,67,7.7,21.87,4.2,0.369,21.3,2.05,2021-04-21
18.1,24.5,12.0,0.0,0.0,71,7.4,19.85,3.85,0.369,21.2,1.85,2021-04-22
18.3,25.3,11.6,0.0,0.0,69,6.1,21.27,4.0,0.367,21.1,1.85,2021-04-23
19.5,26.2,12.4,0.0,0.0,64,6.8,20.93,4.11,0.365,21.1,2.04,2021-04-24
20.2,27.1,13.5,0.0,0.0,59,5.9,20.84,4.25,0.368,21.1,2.39,2021-04-25
20.7,27.4,14.0,0.0,0.0,60,7.0,19.82,4.24,0.37,21.2,2.29,2021-04-26
20.5,25.9,16.5,0.7,0.7,73,7.6,15.99,3.34,0.372,21.4,1.75,2021-04-27
19.7,25.2,14.6,0.1,0.1,68,7.8,18.82,3.78,0.371,21.4,1.96,2021-04-28
18.1,22.6,13.9,0.6,0.6,73,9.4,14.56,2.98,0.37,21.2,1.32,2021-04-29
18.1,24.0,12.8,0.0,0.0,66,12.0,17.62,3.75,0.37,21.1,1.7,2021-04-30
17.8,23.3,13.1,0.0,0.0,65,11.1,16.66,3.55,0.369,21.0,1.66,2021-05-01
17.5,23.8,12.9,0.0,0.0,67,7.3,17.51,3.31,0.369,20.9,1.79,2021-05-02
17.6,24.6,11.6,0.0,0.0,70,5.9,20.08,3.69,0.374,20.7,1.8,2021-05-03
18.7,24.8,12.3,0.0,0.0,67,5.7,19.7,3.67,0.375,20.8,1.85,2021-05-04
18.9,25.4,11.8,0.0,0.0,63,4.6,19.62,3.71,0.374,20.7,1.96,2021-05-05
19.1,25.2,13.8,0.0,0.0,58,6.9,17.08,3.65,0.379,20.7,2.02,2021-05-06
19.9,25.8,12.1,0.0,0.0,60,7.2,18.17,3.84,0.38,20.7,2.06,2021-05-07
18.6,24.5,14.1,0.0,0.0,70,11.1,17.65,3.62,0.377,20.8,1.64,2021-05-08
17.9,23.6,13.3,0.0,0.0,70,9.6,14.53,2.98,0.374,20.7,1.65,2021-05-09
17.8,23.3,12.8,0.0,0.0,69,7.8,15.61,2.99,0.373,20.6,1.68,2021-05-10
17.3,23.5,11.2,0.0,0.0,70,6.3,17.0,3.17,0.372,20.4,1.51,2021-05-11
18.7,25.2,13.2,0.0,0.0,68,7.9,16.36,3.36,0.374,20.3,1.82,2021-05-12
16.7,20.0,14.6,1.7,1.7,81,10.1,10.21,1.98,0.377,20.2,0.86,2021-05-13
16.1,20.8,12.4,0.7,0.7,81,9.3,11.14,2.11,0.377,19.9,1.0,2021-05-14
17.3,21.7,14.1,1.5,1.5,79,7.5,12.82,2.38,0.376,19.8,0.98,2021-05-15
17.9,22.8,13.8,0.7,0.7,79,6.2,15.4,2.79,0.374,19.8,1.21,2021-05-16
17.5,23.4,12.1,0.0,0.0,74,7.7,16.16,3.09,0.372,19.8,1.53,2021-05-17
17.2,22.7,11.3,0.0,0.0,67,7.0,15.81,3.07,0.374,19.6,1.47,2021-05-18
17.2,23.8,10.6,0.0,0.0,71,7.0,18.3,3.44,0.372,19.5,1.72,2021-05-19
17.9,24.5,11.7,0.0,0.0,66,6.1,18.17,3.47,0.374,19.4,1.79,2021-05-20
18.2,24.7,12.6,0.0,0.0,64,5.3,14.92,2.97,0.38,19.4,1.79,2021-05-21
19.2,25.8,13.3,0.6,0.6,68,7.8,14.82,3.17,0.389,19.5,1.72,2021-05-22
18.2,22.6,13.9,0.4,0.4,88,8.8,11.38,2.15,0.401,19.5,0.83,2021-05-23
17.6,21.5,13.8,0.0,0.0,72,9.2,15.09,2.86,0.401,19.6,1.43,2021-05-24
15.2,23.1,7.6,0.0,0.0,57,5.1,17.04,3.16,0.397,19.0,1.92,2021-05-25
18.1,24.8,12.1,0.0,0.0,72,6.3,17.16,3.27,0.392,19.2,1.54,2021-05-26
18.9,25.2,13.6,0.0,0.0,73,5.9,16.6,3.15,0.387,19.4,1.61,2021-05-27
20.1,26.0,14.5,0.0,0.0,75,9.4,16.11,3.34,0.383,19.6,1.57,2021-05-28
21.2,25.4,18.0,0.7,0.7,74,11.2,13.3,3.01,0.378,19.9,1.36,2021-05-29
19.4,25.9,14.9,3.8,3.8,84,5.5,14.77,2.75,0.384,19.9,1.39,2021-05-30
17.3,20.0,15.5,25.1,25.1,93,5.6,6.4,1.16,0.408,19.7,0.39,2021-05-31
17.2,22.2,14.1,0.2,0.2,85,5.6,14.27,2.51,0.408,19.5,1.1,2021-06-01
17.5,23.3,12.4,0.7,0.7,83,6.6,14.94,2.66,0.408,19.4,1.03,2021-06-02
18.1,24.4,12.2,0.0,0.0,78,5.3,16.25,3.0,0.408,19.4,1.52,2021-06-03
19.0,24.3,15.1,0.0,0.0,70,11.9,16.79,3.49,0.405,19.6,1.56,2021-06-04
